Lon,Lat,NASC,,,,,,,,,,,
156.11,35.24,6731.15492,,,,,,,,,,,
156.11,35.49,2937.281528,,,,,,,,,,,
156.11,35.74,4875.14578,,,,,,,,,,,
156.11,35.99,6875.764453,,,,,,,,,,,
156.11,36.24,6299.867587,,,,,,,,,,,
156.11,36.49,6582.103464,,,,,,,,,,,
156.11,36.74,6206.910078,,,,,,,,,,,
156.11,36.99,5790.848319,,,,,,,,,,,
156.11,37.24,5883.160333,,,,,,,,,,,
156.11,37.49,7697.169269,,,,,,,,,,,
156.11,37.74,5746.560851,,,,,,,,,,,
156.11,37.99,4653.022104,,,,,,,,,,,
156.11,38.24,5369.663349,,,,,,,,,,,
156.11,38.49,7803.852075,,,,,,,,,,,
156.11,38.74,7937.182045,,,,,,,,,,,
156.11,38.99,5707.767076,,,,,,,,,,,
156.11,39.24,7498.046553,,,,,,,,,,,
156.11,39.49,7727.106206,,,,,,,,,,,
156.11,39.74,6511.970197,,,,,,,,,,,
156.11,39.99,3898.345846,,,,,,,,,,,
156.11,40.24,2011.783625,,,,,,,,,,,
156.11,40.49,1338.626641,,,,,,,,,,,
156.11,40.74,1211.867476,,,,,,,,,,,
156.11,40.99,1410.540733,,,,,,,,,,,
156.11,41.99,1096.72389,,,,,,,,,,,
156.11,42.24,761.3065933,,,,,,,,,,,
156.11,42.49,967.5794632,,,,,,,,,,,
156.11,42.74,1491.957319,,,,,,,,,,,
156.11,42.99,2055.374342,,,,,,,,,,,
156.11,43.24,1846.799313,,,,,,,,,,,
156.36,38.99,4712.62237,,,,,,,,,,,
156.36,39.24,6083.424536,,,,,,,,,,,
156.36,43.24,1254.409946,,,,,,,,,,,
156.61,39.24,7780.68321,,,,,,,,,,,
156.61,43.24,1467.985065,,,,,,,,,,,
156.86,39.24,6675.142966,,,,,,,,,,,
156.86,43.49,1189.339152,,,,,,,,,,,
157.11,39.24,5296.688489,,,,,,,,,,,
157.11,39.49,4031.175584,,,,,,,,,,,
157.11,43.49,991.3044045,,,,,,,,,,,
157.11,43.74,512.1881365,,,,,,,,,,,
157.36,39.49,4173.460864,,,,,,,,,,,
157.36,43.74,2614.585332,,,,,,,,,,,
157.61,39.49,2500.339833,,,,,,,,,,,
157.61,39.74,2580.607608,,,,,,,,,,,
157.61,43.74,519.5112875,,,,,,,,,,,
157.61,43.99,267.886322,,,,,,,,,,,
157.86,36.99,7325.156093,,,,,,,,,,,
157.86,37.24,6249.058477,,,,,,,,,,,
157.86,38.49,3771.744069,,,,,,,,,,,
157.86,38.74,3877.333487,,,,,,,,,,,
157.86,39.74,2300.099369,,,,,,,,,,,
157.86,43.99,260.6513409,,,,,,,,,,,
158.11,34.99,5960.863464,,,,,,,,,,,
158.11,35.24,4884.143325,,,,,,,,,,,
158.11,35.49,3921.378114,,,,,,,,,,,
158.11,35.74,4439.131991,,,,,,,,,,,
158.11,35.99,3343.107215,,,,,,,,,,,
158.11,36.24,4101.862049,,,,,,,,,,,
158.11,36.49,5989.376036,,,,,,,,,,,
158.11,36.74,6561.500473,,,,,,,,,,,
158.11,36.99,7942.845934,,,,,,,,,,,
158.11,37.24,5675.984225,,,,,,,,,,,
158.11,37.49,6166.887226,,,,,,,,,,,
158.11,37.74,6380.481792,,,,,,,,,,,
158.11,37.99,4487.857104,,,,,,,,,,,
158.11,38.24,4503.991892,,,,,,,,,,,
158.11,38.49,3028.585397,,,,,,,,,,,
158.11,38.99,4824.163455,,,,,,,,,,,
158.11,39.24,4681.405758,,,,,,,,,,,
158.11,39.49,7123.367558,,,,,,,,,,,
158.11,39.74,4804.349489,,,,,,,,,,,
158.11,39.99,4437.045262,,,,,,,,,,,
158.11,40.24,5071.404734,,,,,,,,,,,
158.11,40.49,4216.47154,,,,,,,,,,,
158.11,40.74,1225.32066,,,,,,,,,,,
158.11,40.99,692.7245647,,,,,,,,,,,
158.11,41.24,592.677314,,,,,,,,,,,
158.11,41.49,1059.591776,,,,,,,,,,,
158.11,41.74,1310.791511,,,,,,,,,,,
158.11,41.99,1321.723074,,,,,,,,,,,
158.11,42.24,1390.098647,,,,,,,,,,,
158.11,42.49,1515.459033,,,,,,,,,,,
158.11,42.74,1456.285968,,,,,,,,,,,
158.11,42.99,976.2440905,,,,,,,,,,,
158.11,43.24,1329.039585,,,,,,,,,,,
158.11,43.49,798.6942773,,,,,,,,,,,
158.11,43.74,704.8776014,,,,,,,,,,,
158.11,43.99,154.6851509,,,,,,,,,,,
158.36,34.99,5404.996818,,,,,,,,,,,
158.36,39.99,4016.750473,,,,,,,,,,,
158.36,40.24,4027.692554,,,,,,,,,,,
158.61,34.99,6452.424626,,,,,,,,,,,
158.61,40.24,3715.182937,,,,,,,,,,,
158.86,34.99,8479.047167,,,,,,,,,,,
158.86,40.24,4407.096787,,,,,,,,,,,
158.86,40.49,6125.434284,,,,,,,,,,,
159.11,34.99,7228.092294,,,,,,,,,,,
159.11,40.49,6561.709304,,,,,,,,,,,
159.11,41.99,545.7136472,,,,,,,,,,,
159.11,42.24,836.376422,,,,,,,,,,,
159.11,42.49,656.9838659,,,,,,,,,,,
159.11,42.74,1330.129108,,,,,,,,,,,
159.11,42.99,2121.666882,,,,,,,,,,,
159.36,34.99,7505.254961,,,,,,,,,,,
159.36,40.49,5388.605998,,,,,,,,,,,
159.36,40.74,2584.286253,,,,,,,,,,,
159.36,42.24,254.1450778,,,,,,,,,,,
159.36,42.99,2008.999469,,,,,,,,,,,
159.61,34.99,6219.433471,,,,,,,,,,,
159.61,40.74,3259.999515,,,,,,,,,,,
159.61,41.99,361.593892,,,,,,,,,,,
159.61,42.24,293.261527,,,,,,,,,,,
159.61,42.99,1055.257468,,,,,,,,,,,
159.86,34.99,5927.753911,,,,,,,,,,,
159.86,36.49,5738.990096,,,,,,,,,,,
159.86,36.74,6332.821002,,,,,,,,,,,
159.86,40.74,3182.930693,,,,,,,,,,,
159.86,40.99,1513.140565,,,,,,,,,,,
159.86,41.24,174.7736047,,,,,,,,,,,
159.86,41.49,1618.895764,,,,,,,,,,,
159.86,41.99,331.1801947,,,,,,,,,,,
159.86,42.74,633.9394566,,,,,,,,,,,
159.86,42.99,856.2383973,,,,,,,,,,,
159.86,43.24,1148.217575,,,,,,,,,,,
159.86,43.74,1414.226441,,,,,,,,,,,
160.11,34.99,6981.750399,,,,,,,,,,,
160.11,35.24,6316.895664,,,,,,,,,,,
160.11,35.49,5374.995833,,,,,,,,,,,
160.11,35.74,4196.023862,,,,,,,,,,,
160.11,35.99,3863.642433,,,,,,,,,,,
160.11,36.24,4528.069465,,,,,,,,,,,
160.11,36.49,4774.587197,,,,,,,,,,,
160.11,36.74,5703.778478,,,,,,,,,,,
160.11,36.99,4470.48273,,,,,,,,,,,
160.11,37.24,5450.902136,,,,,,,,,,,
160.11,37.49,8096.737581,,,,,,,,,,,
160.11,37.74,7071.378217,,,,,,,,,,,
160.11,37.99,5127.314051,,,,,,,,,,,
160.11,38.24,5206.553182,,,,,,,,,,,
160.11,38.49,4203.653464,,,,,,,,,,,
160.11,38.74,5949.785467,,,,,,,,,,,
160.11,38.99,6110.23295,,,,,,,,,,,
160.11,39.99,1874.004253,,,,,,,,,,,
160.11,40.24,3982.994946,,,,,,,,,,,
160.11,40.49,724.4253597,,,,,,,,,,,
160.11,40.74,199.2538715,,,,,,,,,,,
160.11,40.99,1877.990681,,,,,,,,,,,
160.11,41.49,2311.290488,,,,,,,,,,,
160.11,41.74,1352.576285,,,,,,,,,,,
160.11,41.99,843.6515025,,,,,,,,,,,
160.11,42.24,372.9572932,,,,,,,,,,,
160.11,42.49,266.7182088,,,,,,,,,,,
160.11,42.99,893.2368114,,,,,,,,,,,
160.11,43.24,1384.099045,,,,,,,,,,,
160.11,43.49,1357.811631,,,,,,,,,,,
160.11,43.74,1371.142367,,,,,,,,,,,
160.11,43.99,1150.853573,,,,,,,,,,,
160.11,44.24,850.1751334,,,,,,,,,,,
160.11,44.49,754.5478921,,,,,,,,,,,
160.11,44.74,648.7439581,,,,,,,,,,,
160.11,44.99,419.4042364,,,,,,,,,,,
160.36,38.99,5746.864901,,,,,,,,,,,
160.36,39.74,2956.564497,,,,,,,,,,,
160.36,39.99,2169.645454,,,,,,,,,,,
160.36,40.99,2669.993434,,,,,,,,,,,
160.36,41.24,2321.329432,,,,,,,,,,,
160.36,41.99,1376.474533,,,,,,,,,,,
160.36,42.99,898.4720521,,,,,,,,,,,
160.61,38.74,5996.181532,,,,,,,,,,,
160.61,38.99,7910.824766,,,,,,,,,,,
160.61,39.99,2203.265573,,,,,,,,,,,
160.61,41.24,2597.291997,,,,,,,,,,,
160.61,41.99,1681.333615,,,,,,,,,,,
160.61,42.99,905.1061786,,,,,,,,,,,
160.61,44.99,48.21212814,,,,,,,,,,,
160.86,38.74,6251.881834,,,,,,,,,,,
160.86,38.99,10125.52779,,,,,,,,,,,
160.86,39.99,3273.252109,,,,,,,,,,,
160.86,41.24,2944.614895,,,,,,,,,,,
160.86,41.49,2432.523678,,,,,,,,,,,
160.86,41.99,1659.00293,,,,,,,,,,,
160.86,42.99,635.0707029,,,,,,,,,,,
160.86,44.99,206.9430616,,,,,,,,,,,
160.86,45.24,329.1886782,,,,,,,,,,,
161.11,38.99,7770.715433,,,,,,,,,,,
161.11,39.99,2782.225443,,,,,,,,,,,
161.11,41.49,2373.02756,,,,,,,,,,,
161.11,41.99,1423.362727,,,,,,,,,,,
161.11,42.99,605.3037779,,,,,,,,,,,
161.11,43.24,718.7383568,,,,,,,,,,,
161.11,43.49,1058.856147,,,,,,,,,,,
161.11,43.74,1049.60156,,,,,,,,,,,
161.11,43.99,642.717507,,,,,,,,,,,
161.11,44.74,283.520872,,,,,,,,,,,
161.11,44.99,407.9811902,,,,,,,,,,,
161.11,45.24,362.6480095,,,,,,,,,,,
161.36,38.99,2829.849698,,,,,,,,,,,
161.36,39.99,2554.414576,,,,,,,,,,,
161.36,41.49,1687.043515,,,,,,,,,,,
161.36,41.74,1359.195006,,,,,,,,,,,
161.36,41.99,1324.954824,,,,,,,,,,,
161.36,43.99,716.5315646,,,,,,,,,,,
161.36,44.24,760.9644643,,,,,,,,,,,
161.36,44.49,592.225938,,,,,,,,,,,
161.36,44.74,397.764522,,,,,,,,,,,
161.36,44.99,602.2461728,,,,,,,,,,,
161.61,38.99,4118.300236,,,,,,,,,,,
161.61,39.99,2077.653573,,,,,,,,,,,
161.61,41.74,1229.929013,,,,,,,,,,,
161.61,41.99,961.4849481,,,,,,,,,,,
161.86,35.24,4914.798663,,,,,,,,,,,
161.86,35.49,5304.643967,,,,,,,,,,,
161.86,36.74,6592.957784,,,,,,,,,,,
161.86,36.99,6481.635699,,,,,,,,,,,
161.86,38.99,4199.713538,,,,,,,,,,,
161.86,39.99,2312.144574,,,,,,,,,,,
161.86,40.99,1317.298583,,,,,,,,,,,
161.86,41.24,1571.953655,,,,,,,,,,,
161.86,41.49,1195.985589,,,,,,,,,,,
161.86,41.74,1490.2198,,,,,,,,,,,
161.86,41.99,879.8551836,,,,,,,,,,,
161.86,42.99,370.1114553,,,,,,,,,,,
161.86,43.24,212.4064145,,,,,,,,,,,
161.86,43.49,46.29519707,,,,,,,,,,,
161.86,43.74,22.77253207,,,,,,,,,,,
161.86,43.99,35.49240031,,,,,,,,,,,
161.86,44.24,53.533073,,,,,,,,,,,
161.86,44.99,486.5739697,,,,,,,,,,,
162.11,34.99,4212.781683,,,,,,,,,,,
162.11,35.24,3750.466764,,,,,,,,,,,
162.11,35.49,5333.241858,,,,,,,,,,,
162.11,35.99,4426.428797,,,,,,,,,,,
162.11,36.24,5893.732024,,,,,,,,,,,
162.11,36.49,6624.563095,,,,,,,,,,,
162.11,36.74,6826.324189,,,,,,,,,,,
162.11,36.99,10001.21645,,,,,,,,,,,
162.11,37.24,9561.411149,,,,,,,,,,,
162.11,37.49,11352.82924,,,,,,,,,,,
162.11,37.74,9335.537836,,,,,,,,,,,
162.11,37.99,10019.99939,,,,,,,,,,,
162.11,38.24,3123.332814,,,,,,,,,,,
162.11,38.49,2423.514119,,,,,,,,,,,
162.11,38.74,4760.207229,,,,,,,,,,,
162.11,38.99,4126.848846,,,,,,,,,,,
162.11,39.99,2001.638083,,,,,,,,,,,
162.11,40.24,2111.29091,,,,,,,,,,,
162.11,40.49,1769.746497,,,,,,,,,,,
162.11,40.74,1766.833309,,,,,,,,,,,
162.11,40.99,1354.929743,,,,,,,,,,,
162.11,41.74,1335.594011,,,,,,,,,,,
162.11,41.99,1003.977181,,,,,,,,,,,
162.11,42.24,561.2266141,,,,,,,,,,,
162.11,42.49,531.5793979,,,,,,,,,,,
162.11,42.74,235.7641142,,,,,,,,,,,
162.11,42.99,829.2653933,,,,,,,,,,,
162.11,43.24,857.9859445,,,,,,,,,,,
162.11,43.99,255.6532293,,,,,,,,,,,
162.11,44.24,298.7683335,,,,,,,,,,,
162.11,44.49,310.0341441,,,,,,,,,,,
162.11,44.74,421.3511086,,,,,,,,,,,
162.11,44.99,604.0982215,,,,,,,,,,,
162.36,34.99,3715.892491,,,,,,,,,,,
162.36,40.99,1603.782683,,,,,,,,,,,
162.36,44.99,706.6911485,,,,,,,,,,,
162.61,34.99,4586.11023,,,,,,,,,,,
162.61,44.99,602.4105335,,,,,,,,,,,
162.86,34.99,5295.067189,,,,,,,,,,,
162.86,44.99,568.1751789,,,,,,,,,,,
163.11,34.99,6053.918871,,,,,,,,,,,
163.11,44.99,279.1783497,,,,,,,,,,,
163.36,34.99,9389.22557,,,,,,,,,,,
163.36,44.99,175.7230751,,,,,,,,,,,
163.61,34.99,8397.371557,,,,,,,,,,,
163.61,44.99,254.1858163,,,,,,,,,,,
163.86,34.99,7424.979957,,,,,,,,,,,
163.86,38.49,3122.501776,,,,,,,,,,,
163.86,38.74,3574.155677,,,,,,,,,,,
163.86,39.99,1926.523783,,,,,,,,,,,
163.86,40.24,1057.071206,,,,,,,,,,,
163.86,40.49,1194.268855,,,,,,,,,,,
163.86,40.74,973.7390372,,,,,,,,,,,
163.86,40.99,1128.048677,,,,,,,,,,,
163.86,41.99,858.1185087,,,,,,,,,,,
163.86,42.24,589.1009353,,,,,,,,,,,
163.86,42.49,449.0749834,,,,,,,,,,,
163.86,42.99,535.5779877,,,,,,,,,,,
163.86,43.24,839.2619573,,,,,,,,,,,
163.86,43.49,880.270131,,,,,,,,,,,
163.86,43.74,949.2060348,,,,,,,,,,,
163.86,43.99,1300.99637,,,,,,,,,,,
163.86,44.24,875.7875318,,,,,,,,,,,
163.86,44.49,563.3801593,,,,,,,,,,,
163.86,44.99,437.6374924,,,,,,,,,,,
164.11,34.99,6915.010967,,,,,,,,,,,
164.11,35.24,8173.085171,,,,,,,,,,,
164.11,35.49,8704.50525,,,,,,,,,,,
164.11,35.74,10047.92872,,,,,,,,,,,
164.11,35.99,14434.8095,,,,,,,,,,,
164.11,36.24,7958.937079,,,,,,,,,,,
164.11,36.49,3650.339424,,,,,,,,,,,
164.11,36.74,5106.581227,,,,,,,,,,,
164.11,36.99,3739.384277,,,,,,,,,,,
164.11,37.24,3179.765796,,,,,,,,,,,
164.11,37.49,1964.088162,,,,,,,,,,,
164.11,37.74,5911.081604,,,,,,,,,,,
164.11,37.99,6169.807126,,,,,,,,,,,
164.11,38.24,5428.136776,,,,,,,,,,,
164.11,38.74,4141.117223,,,,,,,,,,,
164.11,38.99,2354.611955,,,,,,,,,,,
164.11,39.24,1530.479637,,,,,,,,,,,
164.11,39.49,865.2472287,,,,,,,,,,,
164.11,39.74,1089.05714,,,,,,,,,,,
164.11,39.99,1566.113861,,,,,,,,,,,
164.11,40.99,1446.592083,,,,,,,,,,,
164.11,41.24,1876.88574,,,,,,,,,,,
164.11,41.49,1407.080133,,,,,,,,,,,
164.11,41.74,1152.075482,,,,,,,,,,,
164.11,41.99,542.4010282,,,,,,,,,,,
164.11,42.49,466.4210984,,,,,,,,,,,
164.11,42.74,447.7872557,,,,,,,,,,,
164.11,42.99,407.5555547,,,,,,,,,,,
164.11,43.74,600.1799843,,,,,,,,,,,
164.11,43.99,1162.45484,,,,,,,,,,,
164.11,44.49,379.1756665,,,,,,,,,,,
164.11,44.74,362.0782401,,,,,,,,,,,
