Lon,Lat,NASC,,,,,,,,,,,
151.49,38.17,547.2307203,,,,,,,,,,,
151.74,34.92,6792.391119,,,,,,,,,,,
151.74,36.42,3906.313006,,,,,,,,,,,
151.74,36.67,2876.58834,,,,,,,,,,,
151.99,34.92,7509.931601,,,,,,,,,,,
151.99,35.17,9795.433125,,,,,,,,,,,
151.99,35.42,9102.109866,,,,,,,,,,,
151.99,35.67,3311.890075,,,,,,,,,,,
151.99,35.92,3821.84418,,,,,,,,,,,
151.99,36.17,6371.508155,,,,,,,,,,,
151.99,36.42,3365.807944,,,,,,,,,,,
151.99,36.67,2392.960791,,,,,,,,,,,
151.99,36.92,5475.503916,,,,,,,,,,,
151.99,37.17,1979.547506,,,,,,,,,,,
151.99,37.42,2799.718968,,,,,,,,,,,
151.99,37.67,2462.264149,,,,,,,,,,,
151.99,37.92,1527.649474,,,,,,,,,,,
151.99,38.17,2122.852923,,,,,,,,,,,
151.99,38.42,2929.172999,,,,,,,,,,,
151.99,38.67,1600.924608,,,,,,,,,,,
151.99,38.92,870.1924471,,,,,,,,,,,
151.99,39.17,813.2674825,,,,,,,,,,,
151.99,39.42,608.8207405,,,,,,,,,,,
151.99,39.67,1054.315509,,,,,,,,,,,
151.99,39.92,1006.121696,,,,,,,,,,,
151.99,40.17,1595.910041,,,,,,,,,,,
151.99,40.42,1721.123559,,,,,,,,,,,
151.99,40.67,3206.990248,,,,,,,,,,,
151.99,40.92,2873.653576,,,,,,,,,,,
151.99,41.17,1233.043433,,,,,,,,,,,
152.24,41.17,692.4136358,,,,,,,,,,,
152.49,41.17,546.9923819,,,,,,,,,,,
152.49,41.42,516.7381128,,,,,,,,,,,
152.74,41.42,208.281405,,,,,,,,,,,
152.99,41.42,154.2172466,,,,,,,,,,,
152.99,41.67,299.990029,,,,,,,,,,,
153.24,41.67,269.2438349,,,,,,,,,,,
153.49,41.67,272.1721285,,,,,,,,,,,
153.49,41.92,87.364621,,,,,,,,,,,
153.74,41.92,160.8632945,,,,,,,,,,,
153.99,34.92,5008.624133,,,,,,,,,,,
153.99,35.17,3308.691516,,,,,,,,,,,
153.99,35.42,1733.783379,,,,,,,,,,,
153.99,35.67,1622.064521,,,,,,,,,,,
153.99,35.92,2339.660328,,,,,,,,,,,
153.99,36.17,2827.277304,,,,,,,,,,,
153.99,36.42,4328.518636,,,,,,,,,,,
153.99,36.67,6001.434075,,,,,,,,,,,
153.99,36.92,7004.284115,,,,,,,,,,,
153.99,37.17,6070.0902,,,,,,,,,,,
153.99,37.92,7757.579924,,,,,,,,,,,
153.99,38.17,6443.460505,,,,,,,,,,,
153.99,38.42,4214.686341,,,,,,,,,,,
153.99,38.67,3202.330109,,,,,,,,,,,
153.99,38.92,1187.866996,,,,,,,,,,,
153.99,39.17,2210.709027,,,,,,,,,,,
153.99,39.42,3421.34341,,,,,,,,,,,
153.99,39.67,3120.082134,,,,,,,,,,,
153.99,39.92,3400.092404,,,,,,,,,,,
153.99,40.17,2509.782952,,,,,,,,,,,
153.99,40.42,2272.420074,,,,,,,,,,,
153.99,40.92,1859.806815,,,,,,,,,,,
153.99,41.17,1919.484408,,,,,,,,,,,
153.99,41.42,1351.872923,,,,,,,,,,,
153.99,41.67,1329.673424,,,,,,,,,,,
153.99,41.92,675.4145836,,,,,,,,,,,
153.99,42.17,835.53279,,,,,,,,,,,
154.24,34.92,8233.988637,,,,,,,,,,,
154.24,37.17,7130.908842,,,,,,,,,,,
154.24,37.42,5893.576101,,,,,,,,,,,
154.24,38.67,50.92955267,,,,,,,,,,,
154.24,40.42,1915.033433,,,,,,,,,,,
154.24,40.67,1394.362913,,,,,,,,,,,
154.24,40.92,1053.646609,,,,,,,,,,,
154.49,34.92,8204.403262,,,,,,,,,,,
154.49,37.42,8731.206293,,,,,,,,,,,
154.49,37.67,8189.570376,,,,,,,,,,,
154.49,38.67,74.30453086,,,,,,,,,,,
154.74,34.92,9927.441333,,,,,,,,,,,
154.74,37.67,9255.791109,,,,,,,,,,,
154.74,37.92,4972.433013,,,,,,,,,,,
154.74,38.42,108.6695455,,,,,,,,,,,
154.99,34.92,5579.982554,,,,,,,,,,,
154.99,37.92,2947.606826,,,,,,,,,,,
154.99,38.17,1258.412809,,,,,,,,,,,
154.99,38.42,296.8107289,,,,,,,,,,,
155.24,34.92,5757.70438,,,,,,,,,,,
155.24,38.42,242.143271,,,,,,,,,,,
155.49,34.92,5959.061247,,,,,,,,,,,
155.74,34.92,6124.359183,,,,,,,,,,,
155.74,36.92,978.409078,,,,,,,,,,,
155.74,37.17,892.1345288,,,,,,,,,,,
155.99,34.92,5765.136415,,,,,,,,,,,
155.99,35.17,5452.243502,,,,,,,,,,,
155.99,35.42,5449.066709,,,,,,,,,,,
155.99,35.67,2873.748527,,,,,,,,,,,
155.99,35.92,2709.479108,,,,,,,,,,,
155.99,36.92,499.1014733,,,,,,,,,,,
155.99,37.17,707.655772,,,,,,,,,,,
155.99,37.42,1045.005218,,,,,,,,,,,
155.99,37.67,1113.265164,,,,,,,,,,,
155.99,37.92,2217.812062,,,,,,,,,,,
155.99,38.17,2544.025453,,,,,,,,,,,
155.99,38.42,2342.621739,,,,,,,,,,,
155.99,38.67,1938.777593,,,,,,,,,,,
155.99,38.92,1016.837816,,,,,,,,,,,
155.99,39.17,1233.239586,,,,,,,,,,,
155.99,39.42,826.7404991,,,,,,,,,,,
155.99,39.67,568.4767856,,,,,,,,,,,
155.99,39.92,885.068083,,,,,,,,,,,
155.99,40.17,1207.125073,,,,,,,,,,,
155.99,40.42,1224.1018,,,,,,,,,,,
155.99,40.67,618.7030353,,,,,,,,,,,
155.99,40.92,749.1458379,,,,,,,,,,,
155.99,41.17,828.7692979,,,,,,,,,,,
155.99,41.42,980.3686138,,,,,,,,,,,
155.99,41.67,853.352933,,,,,,,,,,,
155.99,41.92,757.1074967,,,,,,,,,,,
155.99,42.17,635.0437273,,,,,,,,,,,
155.99,42.42,593.3320829,,,,,,,,,,,
155.99,42.67,443.0627245,,,,,,,,,,,
155.99,42.92,451.7794279,,,,,,,,,,,
155.99,43.17,460.4844995,,,,,,,,,,,
156.24,35.92,1957.215722,,,,,,,,,,,
156.24,36.92,974.5125255,,,,,,,,,,,
156.24,39.92,516.1214315,,,,,,,,,,,
156.24,40.17,1390.451367,,,,,,,,,,,
156.24,42.92,479.1690503,,,,,,,,,,,
156.24,43.17,606.9495011,,,,,,,,,,,
156.49,35.92,2029.678243,,,,,,,,,,,
156.49,36.92,1288.928466,,,,,,,,,,,
156.49,43.17,685.9371922,,,,,,,,,,,
156.49,43.42,950.313817,,,,,,,,,,,
156.74,35.92,2394.785451,,,,,,,,,,,
156.74,36.92,2702.576835,,,,,,,,,,,
156.74,43.17,544.1215279,,,,,,,,,,,
156.74,43.42,1394.275791,,,,,,,,,,,
156.99,35.92,2113.960842,,,,,,,,,,,
156.99,36.92,2195.834946,,,,,,,,,,,
156.99,43.17,626.4547429,,,,,,,,,,,
156.99,43.42,771.7804223,,,,,,,,,,,
156.99,43.67,563.247864,,,,,,,,,,,
157.24,35.92,2210.274225,,,,,,,,,,,
157.24,36.92,1748.740833,,,,,,,,,,,
157.24,43.42,565.7669794,,,,,,,,,,,
157.24,43.67,394.5337141,,,,,,,,,,,
157.49,35.92,1276.434296,,,,,,,,,,,
157.49,36.92,1249.861173,,,,,,,,,,,
157.49,43.42,275.0965099,,,,,,,,,,,
157.49,43.67,635.1850866,,,,,,,,,,,
157.49,43.92,1218.263111,,,,,,,,,,,
157.74,35.67,1365.972871,,,,,,,,,,,
157.74,35.92,1391.87485,,,,,,,,,,,
157.74,36.92,1150.811784,,,,,,,,,,,
157.74,38.17,2435.220394,,,,,,,,,,,
157.74,43.67,111.7602822,,,,,,,,,,,
157.74,43.92,1046.752013,,,,,,,,,,,
157.99,34.92,1272.802338,,,,,,,,,,,
157.99,35.17,878.9405912,,,,,,,,,,,
157.99,35.42,1793.00826,,,,,,,,,,,
157.99,35.67,2419.558887,,,,,,,,,,,
157.99,35.92,1734.116211,,,,,,,,,,,
157.99,37.92,4265.431632,,,,,,,,,,,
157.99,38.17,3615.579761,,,,,,,,,,,
157.99,38.42,3366.513976,,,,,,,,,,,
157.99,38.67,4046.190524,,,,,,,,,,,
157.99,38.92,4396.524759,,,,,,,,,,,
157.99,39.17,3025.139631,,,,,,,,,,,
157.99,39.42,2868.515584,,,,,,,,,,,
157.99,39.67,2010.535651,,,,,,,,,,,
157.99,39.92,2560.571693,,,,,,,,,,,
157.99,40.17,1915.624589,,,,,,,,,,,
157.99,40.42,1036.336851,,,,,,,,,,,
157.99,40.67,1007.098012,,,,,,,,,,,
157.99,40.92,770.6980372,,,,,,,,,,,
157.99,41.17,907.5895453,,,,,,,,,,,
157.99,41.42,765.7629911,,,,,,,,,,,
157.99,41.67,696.0228349,,,,,,,,,,,
157.99,41.92,641.1980639,,,,,,,,,,,
157.99,42.17,1139.611761,,,,,,,,,,,
157.99,42.42,1407.0913,,,,,,,,,,,
157.99,42.67,1213.414451,,,,,,,,,,,
157.99,42.92,158.2886777,,,,,,,,,,,
157.99,43.17,428.5294985,,,,,,,,,,,
157.99,43.42,299.6200251,,,,,,,,,,,
157.99,43.67,328.5527494,,,,,,,,,,,
157.99,43.92,602.4721052,,,,,,,,,,,
157.99,44.17,384.7988943,,,,,,,,,,,
158.24,34.92,1483.049514,,,,,,,,,,,
158.24,38.17,3048.571742,,,,,,,,,,,
158.24,42.67,935.8066466,,,,,,,,,,,
158.24,43.92,109.1558084,,,,,,,,,,,
158.49,34.92,1898.639894,,,,,,,,,,,
158.49,38.17,3511.445711,,,,,,,,,,,
158.49,43.67,172.6416966,,,,,,,,,,,
158.49,43.92,96.262222,,,,,,,,,,,
158.74,34.92,3180.958169,,,,,,,,,,,
158.74,38.17,3776.774435,,,,,,,,,,,
158.74,43.67,174.4247819,,,,,,,,,,,
158.99,34.92,5072.293489,,,,,,,,,,,
158.99,38.17,3002.194047,,,,,,,,,,,
158.99,43.42,277.508941,,,,,,,,,,,
158.99,43.67,176.2447273,,,,,,,,,,,
159.24,34.92,6997.641083,,,,,,,,,,,
159.24,37.92,4638.706691,,,,,,,,,,,
159.24,38.17,2927.956838,,,,,,,,,,,
159.24,43.42,505.8453193,,,,,,,,,,,
159.49,34.92,7383.070527,,,,,,,,,,,
159.49,37.92,3436.85874,,,,,,,,,,,
159.49,43.17,687.234052,,,,,,,,,,,
159.49,43.42,805.783081,,,,,,,,,,,
159.74,34.92,9077.654431,,,,,,,,,,,
159.74,37.92,2092.496753,,,,,,,,,,,
159.74,43.17,561.6146053,,,,,,,,,,,
159.74,44.17,840.2914966,,,,,,,,,,,
159.99,34.92,7489.077707,,,,,,,,,,,
159.99,37.92,2088.289276,,,,,,,,,,,
159.99,38.17,3530.418669,,,,,,,,,,,
159.99,38.42,3976.452783,,,,,,,,,,,
159.99,38.67,3491.266766,,,,,,,,,,,
159.99,38.92,2248.555185,,,,,,,,,,,
159.99,39.42,2005.36683,,,,,,,,,,,
159.99,39.67,892.9824581,,,,,,,,,,,
159.99,39.92,548.155861,,,,,,,,,,,
159.99,40.42,515.4856012,,,,,,,,,,,
159.99,40.67,734.5675436,,,,,,,,,,,
159.99,40.92,718.9301548,,,,,,,,,,,
159.99,41.17,405.9348166,,,,,,,,,,,
159.99,41.42,465.1298379,,,,,,,,,,,
159.99,41.67,594.9451317,,,,,,,,,,,
159.99,41.92,644.5405248,,,,,,,,,,,
159.99,42.17,716.3209673,,,,,,,,,,,
159.99,42.42,550.381648,,,,,,,,,,,
159.99,42.67,567.9793222,,,,,,,,,,,
159.99,42.92,726.2097809,,,,,,,,,,,
159.99,43.17,606.2379769,,,,,,,,,,,
159.99,43.42,493.5279966,,,,,,,,,,,
159.99,43.67,738.8337007,,,,,,,,,,,
159.99,43.92,929.1286354,,,,,,,,,,,
159.99,44.17,1262.863507,,,,,,,,,,,
159.99,44.42,1547.975727,,,,,,,,,,,
159.99,44.67,768.5850657,,,,,,,,,,,
159.99,44.92,859.2056769,,,,,,,,,,,
160.24,40.17,656.0151226,,,,,,,,,,,
160.24,40.42,650.174893,,,,,,,,,,,
160.24,42.92,941.7994643,,,,,,,,,,,
160.24,44.92,472.9262778,,,,,,,,,,,
160.49,34.92,10138.27306,,,,,,,,,,,
160.49,42.67,731.1547009,,,,,,,,,,,
160.49,42.92,882.7329633,,,,,,,,,,,
160.49,44.92,383.7886189,,,,,,,,,,,
160.74,34.92,11583.19851,,,,,,,,,,,
160.74,35.92,7905.706644,,,,,,,,,,,
160.74,42.67,739.3730322,,,,,,,,,,,
160.74,44.92,398.9228596,,,,,,,,,,,
160.99,34.92,9044.401016,,,,,,,,,,,
160.99,35.92,9559.593371,,,,,,,,,,,
160.99,42.42,734.3462287,,,,,,,,,,,
160.99,42.67,763.7924681,,,,,,,,,,,
160.99,44.92,381.1225321,,,,,,,,,,,
161.24,34.92,8291.898449,,,,,,,,,,,
161.24,35.92,6601.685751,,,,,,,,,,,
161.24,42.42,743.4718191,,,,,,,,,,,
161.24,44.92,287.3374133,,,,,,,,,,,
161.49,34.92,8118.708749,,,,,,,,,,,
161.49,35.92,5119.552774,,,,,,,,,,,
161.49,42.17,689.1141404,,,,,,,,,,,
161.49,42.42,559.8522246,,,,,,,,,,,
161.49,44.92,525.0347949,,,,,,,,,,,
161.74,34.92,4387.818215,,,,,,,,,,,
161.74,35.92,4163.330852,,,,,,,,,,,
161.74,41.42,1284.74519,,,,,,,,,,,
161.74,41.67,882.0423634,,,,,,,,,,,
161.74,41.92,406.441187,,,,,,,,,,,
161.74,42.17,1100.140819,,,,,,,,,,,
161.74,44.67,149.8344037,,,,,,,,,,,
161.74,44.92,282.3939651,,,,,,,,,,,
161.99,34.92,2952.156013,,,,,,,,,,,
161.99,35.92,4180.82483,,,,,,,,,,,
161.99,36.92,8606.180059,,,,,,,,,,,
161.99,37.17,7587.869336,,,,,,,,,,,
161.99,37.42,8154.775978,,,,,,,,,,,
161.99,37.67,7290.417108,,,,,,,,,,,
161.99,37.92,6636.879017,,,,,,,,,,,
161.99,38.17,4334.186813,,,,,,,,,,,
161.99,38.42,4122.074485,,,,,,,,,,,
161.99,38.67,3260.805292,,,,,,,,,,,
161.99,38.92,1060.344711,,,,,,,,,,,
161.99,39.17,569.9584577,,,,,,,,,,,
161.99,39.42,586.4469878,,,,,,,,,,,
161.99,39.67,1218.719232,,,,,,,,,,,
161.99,39.92,1030.906979,,,,,,,,,,,
161.99,40.17,1058.152267,,,,,,,,,,,
161.99,40.42,1318.748465,,,,,,,,,,,
161.99,40.67,831.8262586,,,,,,,,,,,
161.99,40.92,1070.749151,,,,,,,,,,,
161.99,41.17,1029.57847,,,,,,,,,,,
161.99,41.42,1194.982608,,,,,,,,,,,
161.99,41.92,1195.674334,,,,,,,,,,,
161.99,42.17,1070.732696,,,,,,,,,,,
161.99,42.42,775.3521193,,,,,,,,,,,
161.99,42.67,803.5651201,,,,,,,,,,,
161.99,42.92,1026.770901,,,,,,,,,,,
161.99,43.17,936.6615444,,,,,,,,,,,
161.99,43.42,803.8818895,,,,,,,,,,,
161.99,43.67,428.1089239,,,,,,,,,,,
161.99,43.92,422.6023551,,,,,,,,,,,
161.99,44.17,622.3195735,,,,,,,,,,,
161.99,44.42,545.8510117,,,,,,,,,,,
161.99,44.67,157.7182549,,,,,,,,,,,
161.99,44.92,608.1978258,,,,,,,,,,,
162.24,34.92,2421.219626,,,,,,,,,,,
162.24,35.92,4172.055662,,,,,,,,,,,
162.24,36.92,8310.506432,,,,,,,,,,,
162.24,41.92,991.7123634,,,,,,,,,,,
162.49,34.92,3867.719181,,,,,,,,,,,
162.49,35.92,4068.538487,,,,,,,,,,,
162.49,36.17,6811.682497,,,,,,,,,,,
162.49,36.92,8555.031089,,,,,,,,,,,
162.49,41.92,623.4797073,,,,,,,,,,,
162.74,34.92,5572.376007,,,,,,,,,,,
162.74,36.17,9518.667525,,,,,,,,,,,
162.74,36.92,11195.15205,,,,,,,,,,,
162.74,41.92,436.9281415,,,,,,,,,,,
162.99,34.92,8201.431506,,,,,,,,,,,
162.99,36.17,9776.868841,,,,,,,,,,,
162.99,36.92,11092.72511,,,,,,,,,,,
162.99,41.92,461.3712061,,,,,,,,,,,
162.99,42.17,431.9270108,,,,,,,,,,,
162.99,42.42,524.4533669,,,,,,,,,,,
162.99,42.67,520.5775211,,,,,,,,,,,
162.99,42.92,412.2893095,,,,,,,,,,,
162.99,43.17,513.1594081,,,,,,,,,,,
162.99,43.42,592.1685823,,,,,,,,,,,
162.99,43.67,1010.903413,,,,,,,,,,,
162.99,43.92,640.5962171,,,,,,,,,,,
162.99,44.92,922.4626263,,,,,,,,,,,
163.24,34.92,6463.363246,,,,,,,,,,,
163.24,36.17,8868.212948,,,,,,,,,,,
163.24,36.92,10993.11532,,,,,,,,,,,
163.24,44.17,560.7058832,,,,,,,,,,,
163.24,44.42,417.4836351,,,,,,,,,,,
163.24,44.67,253.3120589,,,,,,,,,,,
163.24,44.92,520.4612823,,,,,,,,,,,
163.49,34.92,7296.383717,,,,,,,,,,,
163.49,36.17,7246.425849,,,,,,,,,,,
163.49,36.92,10812.95225,,,,,,,,,,,
163.49,42.17,748.275338,,,,,,,,,,,
163.49,44.92,790.7167369,,,,,,,,,,,
163.49,45.17,1876.762628,,,,,,,,,,,
163.74,34.92,8071.537256,,,,,,,,,,,
163.74,36.17,5406.607675,,,,,,,,,,,
163.74,36.92,10506.59493,,,,,,,,,,,
163.74,38.92,3317.579709,,,,,,,,,,,
163.74,39.17,2939.762005,,,,,,,,,,,
163.74,41.17,2648.070881,,,,,,,,,,,
163.74,41.42,2701.662042,,,,,,,,,,,
163.74,41.92,924.7228498,,,,,,,,,,,
163.74,42.17,695.4423615,,,,,,,,,,,
163.74,43.92,477.9422114,,,,,,,,,,,
163.74,44.17,553.5327576,,,,,,,,,,,
163.74,44.42,395.7735225,,,,,,,,,,,
163.74,45.17,913.4963977,,,,,,,,,,,
163.99,34.92,7393.635682,,,,,,,,,,,
163.99,35.17,4038.718003,,,,,,,,,,,
163.99,35.42,4505.77998,,,,,,,,,,,
163.99,35.67,6894.423097,,,,,,,,,,,
163.99,35.92,6784.233231,,,,,,,,,,,
163.99,36.17,5558.65405,,,,,,,,,,,
163.99,36.92,9589.406459,,,,,,,,,,,
163.99,37.17,7041.624837,,,,,,,,,,,
163.99,37.42,7391.465745,,,,,,,,,,,
163.99,37.67,6159.765203,,,,,,,,,,,
163.99,37.92,7257.81001,,,,,,,,,,,
163.99,38.17,6465.921223,,,,,,,,,,,
163.99,38.42,4951.64712,,,,,,,,,,,
163.99,38.67,6144.730518,,,,,,,,,,,
163.99,38.92,5499.435865,,,,,,,,,,,
163.99,39.17,1244.646338,,,,,,,,,,,
163.99,39.42,1163.527544,,,,,,,,,,,
163.99,39.67,1009.781142,,,,,,,,,,,
163.99,39.92,1558.70564,,,,,,,,,,,
163.99,40.17,1567.280342,,,,,,,,,,,
163.99,40.42,1789.398899,,,,,,,,,,,
163.99,40.67,2199.372165,,,,,,,,,,,
163.99,40.92,2940.877366,,,,,,,,,,,
163.99,41.42,2230.542556,,,,,,,,,,,
163.99,41.67,2185.49814,,,,,,,,,,,
163.99,41.92,1809.277562,,,,,,,,,,,
163.99,42.17,1327.863974,,,,,,,,,,,
163.99,42.42,789.981809,,,,,,,,,,,
163.99,42.67,806.5531929,,,,,,,,,,,
163.99,42.92,796.8246178,,,,,,,,,,,
163.99,43.17,738.0074534,,,,,,,,,,,
163.99,43.42,591.4131102,,,,,,,,,,,
163.99,43.67,663.8502647,,,,,,,,,,,
163.99,43.92,388.153417,,,,,,,,,,,
163.99,44.42,480.973794,,,,,,,,,,,
163.99,44.67,287.6830235,,,,,,,,,,,
163.99,44.92,250.5779045,,,,,,,,,,,
163.99,45.17,889.362666,,,,,,,,,,,
164.24,45.17,582.9166878,,,,,,,,,,,
