Lon,Lat,SST,SSS,SSH,Chl,O2,Nppv,MLD,East,North,EKE,Up
149.24,39.42,21.24761052,34.46998808,0.238156051,0.251492232,235.6571503,13.10048389,11.80203639,1.110827009,1.163002306,1.293255503,3.42E-07
149.24,39.67,20.05446815,34.1822887,-0.006708627,0.236373931,238.2354889,11.48626328,10.53919231,0.907970799,0.834525102,0.760421559,-1.46E-07
149.49,34.92,27.70006371,34.25780869,1.261363016,0.094272122,207.1592255,3.254099131,10.46302414,0.024876817,-0.074416171,0.003078311,-1.21E-07
149.49,35.17,27.69954703,34.25926293,1.276604083,0.095284432,206.2028656,3.352273464,10.4626023,-0.020538752,-0.041271382,0.001062584,-1.76E-07
149.49,35.67,27.71197976,34.17032878,1.333395508,0.09371271,205.8509979,3.146026611,10.60319244,-0.04316407,-0.002339844,0.000934306,2.33E-07
149.49,38.67,22.11808544,34.68774456,0.673867683,0.27162835,233.0260468,16.28322411,24.63504261,-0.325029201,0.55966213,0.209432841,5.08E-07
149.49,39.17,21.98660617,34.59627872,0.62062486,0.247323573,232.9102173,13.70246315,17.23783419,0.635050668,0.768663479,0.497066447,7.22E-07
149.49,39.42,21.74590407,34.53985935,0.417424911,0.25206551,234.9921417,13.24347115,13.63041051,1.171099034,0.924195826,1.112805436,-3.99E-07
149.49,39.67,20.86923917,34.3989173,0.151050105,0.239092112,237.3753662,11.77955914,10.92662621,1.157784462,0.805218869,0.994421144,-1.02E-06
149.74,34.92,21.38520177,34.46917364,0.817124582,0.128105551,229.7509766,3.741007328,20.83515612,-0.63576294,-0.427642319,0.293536234,-5.15E-07
149.74,35.67,27.57878833,34.1694675,1.323171284,0.092749931,206.3542328,3.024324894,10.62453503,-0.043561306,-0.027940655,0.001339134,4.17E-07
149.74,35.92,27.54394552,34.19904412,1.318228947,0.092705198,206.3673096,3.003394604,10.46306271,0.055645293,-0.00861039,0.001585269,1.19E-06
149.74,38.92,21.86281628,34.7240715,0.779900385,0.287940681,233.4564667,17.14647484,16.52194701,0.082858594,0.340841232,0.061519146,-6.09E-07
149.74,39.17,21.87363264,34.66091114,0.708246522,0.249207601,233.1724396,13.71654129,18.0110285,0.567760507,0.378291402,0.232728189,-2.18E-07
149.74,39.67,21.21437984,34.47712157,0.285200482,0.239204586,237.0998077,11.71666813,11.78428417,1.213940488,0.544345127,0.884981563,-1.60E-06
149.99,34.92,21.2925823,34.44328626,0.763013548,0.139057122,230.0549622,4.162812591,20.00796249,-0.6433035,-0.199734605,0.226866653,3.59E-07
149.99,35.17,21.47967953,34.49141057,0.916518556,0.114354923,229.4315338,3.773925543,15.91179593,-0.624536375,-0.252309814,0.226852963,-1.22E-06
149.99,35.42,21.78623496,34.45843209,1.073330866,0.142607689,228.9310455,5.891664028,12.48962127,-0.362237599,-0.110199191,0.07167997,-1.03E-09
149.99,35.67,21.84534391,34.48254479,1.120622966,0.117544875,227.029068,4.310293198,11.78218916,0.112049248,0.068758705,0.008641397,-1.64E-07
149.99,35.92,24.64414056,34.33751806,1.184080998,0.099126093,216.6320114,3.198652387,10.89604542,0.209069116,0.002447743,0.021857943,5.82E-07
149.99,36.17,21.72851753,34.50683975,0.978555587,0.102523498,225.8091736,3.058751345,12.23742316,0.490048981,0.03330218,0.12062852,-1.35E-07
149.99,36.42,21.86845673,34.54813512,0.825395531,0.10429398,225.4375458,3.320873499,13.3525663,0.849325856,0.076372833,0.363593609,-4.59E-07
149.99,36.92,22.88297145,34.43141556,0.205017503,0.137712985,228.5183258,5.419242382,16.52796343,1.625909977,0.271440989,1.358631733,-1.17E-06
149.99,37.17,21.92959118,34.3802166,-0.074053789,0.154646404,232.0570297,7.008616209,10.76562511,0.827016319,0.24140315,0.371115736,2.77E-07
149.99,37.42,21.13455349,34.33274502,-0.134153018,0.252803922,237.2787476,11.63275242,10.46968248,-0.158605475,0.220119061,0.036804049,3.05E-07
149.99,37.67,19.63085577,34.36533949,-0.045541106,0.650561571,249.2516937,37.76760101,10.46297603,-0.442596469,0.106758533,0.103644509,-2.90E-07
149.99,37.92,20.06151644,34.44321696,0.120711729,0.685686707,253.7433472,37.88499069,11.13877466,-1.096365386,0.041728188,0.60187915,1.09E-07
149.99,38.92,21.97976056,34.71044004,0.780326614,0.254651045,233.6481018,14.27504317,18.66579395,0.052702171,-0.151411678,0.012851508,-4.44E-07
149.99,39.17,22.03502454,34.70584085,0.737422261,0.269198835,234.775795,14.50800991,17.70081287,0.548249278,-0.063440541,0.152300986,-2.57E-07
149.99,39.67,21.35416158,34.51239056,0.363660173,0.237349153,237.1338959,11.43857765,12.60465156,1.118757427,0.183605328,0.642664548,-1.17E-06
150.24,34.92,21.39283456,34.43173303,0.769358224,0.164398015,230.5361023,5.01396513,24.4369937,-0.64262612,-0.11592763,0.213203773,-1.56E-07
150.24,35.92,27.20055072,34.22591231,1.265158865,0.089951172,207.0499725,2.845573664,10.53339492,0.043270149,-0.168502116,0.015132634,7.27E-07
150.24,36.42,21.77048175,34.54095289,0.82467303,0.105134025,225.5335541,3.368540049,13.42347262,0.787698891,0.101754234,0.315411734,-3.10E-07
150.24,36.67,22.31986639,34.50142458,0.588423596,0.119427264,226.5093079,4.284315109,16.59019216,1.239665177,0.143122011,0.778626831,-5.00E-07
150.24,36.92,22.83949025,34.43458515,0.247741532,0.141239688,229.0966949,5.717192173,16.88750468,1.551246656,0.217882795,1.226919551,-4.83E-07
150.24,37.92,20.12777689,34.44559479,0.108813942,0.687660098,256.7434998,35.24417114,10.81151337,-1.051122136,-0.172859545,0.567369083,-1.51E-07
150.24,38.67,22.37715975,34.7038642,0.645111455,0.232934982,234.9111938,12.2453661,18.60384019,-0.466592795,-0.542813212,0.25617751,-3.27E-07
150.24,38.92,22.2087006,34.68970617,0.695359382,0.227765769,234.3547058,12.25467682,15.53266981,-0.013431486,-0.504062119,0.127129513,-6.75E-07
150.24,39.17,22.02741485,34.68035444,0.686533302,0.259373613,235.7821808,13.29489756,18.92620108,0.486222565,-0.532794217,0.26014103,-3.41E-07
150.24,39.67,21.23237949,34.50099818,0.374963601,0.233281508,237.3189545,11.05470753,14.49078231,0.890983436,-0.147284196,0.407772059,-9.75E-07
150.49,34.92,21.24786652,34.42231539,0.786396815,0.168343544,230.5262146,5.226461411,24.67379867,-0.599078569,0.070908486,0.181961573,-5.91E-07
150.49,35.92,27.01326879,34.22482639,1.218128986,0.088210672,207.5926666,2.690071344,10.60733954,0.049695315,-0.190750215,0.019427634,4.94E-07
150.49,36.17,27.20337931,34.23371209,1.209392813,0.089266077,207.040802,2.810903072,11.38905546,0.154625094,-0.163506895,0.025321712,9.34E-07
150.49,37.92,19.5678624,34.41759449,0.051352739,0.677764475,259.4588318,33.77606201,10.50109779,-0.928825332,-0.398834851,0.510892868,-2.95E-07
150.49,38.67,22.25413259,34.65074709,0.509810305,0.297685117,237.8631134,16.60144806,17.48412302,-0.45490053,-0.934108516,0.539746605,-3.16E-07
150.49,39.17,21.93271277,34.65257899,0.560167316,0.240438625,236.3876648,11.52555943,24.37292777,0.38468594,-0.898349371,0.477507433,-7.19E-07
150.49,39.67,20.92534383,34.43291007,0.331660605,0.229866326,237.4324036,10.62193394,15.53439522,0.565610568,-0.29668649,0.203969094,-1.70E-07
150.74,34.92,21.38203536,34.43085861,0.836106724,0.153376296,229.8567963,4.66248703,24.58760664,-0.491760492,0.204599383,0.141844645,-7.89E-08
150.74,36.17,27.07583767,34.26264106,1.162339409,0.087942354,207.3049927,2.587875366,12.35003503,0.150757593,-0.205827875,0.032546483,2.06E-07
150.74,37.92,18.08644189,34.34091398,-0.045459112,0.673330307,261.2230225,33.58454132,10.46468714,-0.663474464,-0.531753427,0.361480036,5.07E-08
150.74,38.42,21.3080633,34.47715378,0.24944371,0.628305674,254.7240295,37.90428925,13.8893137,-0.43371086,-0.771230062,0.391450459,-2.67E-08
150.74,38.67,21.64811749,34.53157806,0.327319683,0.498830378,246.2292023,32.69301987,14.52715958,-0.294400122,-0.991295285,0.534668887,-6.27E-07
150.74,39.42,20.95213445,34.44572873,0.323855046,0.245769948,237.7823639,11.49280453,17.2778937,0.381174862,-0.663218353,0.292576429,1.91E-07
150.74,39.67,20.55700196,34.35395771,0.258752409,0.236036003,237.7927704,10.67331791,14.97935041,0.324965311,-0.390167712,0.128916648,8.83E-07
150.99,34.92,21.79189322,34.46426095,0.901579241,0.120039426,228.9960632,3.374829531,23.89281485,-0.325371204,0.218989846,0.076911487,1.91E-07
150.99,36.17,26.92673832,34.25462892,1.11088109,0.086845741,207.5837402,2.332131624,12.13493835,0.219883786,-0.209425266,0.046103911,2.72E-07
150.99,36.42,27.04310947,34.21947649,1.044158114,0.089675792,207.256012,2.542704821,11.31188128,0.376975136,-0.274046611,0.108605899,-3.14E-07
150.99,37.92,16.47969479,34.22404268,-0.141397758,0.68411231,260.7019958,34.56366348,10.46305381,-0.292119477,-0.372565164,0.112069295,-3.54E-07
150.99,38.17,19.14783287,34.39376111,-0.020953772,0.639866412,265.7243347,31.1223774,10.60778353,-0.583254834,-0.814102862,0.501474835,1.78E-07
150.99,38.42,20.58537865,34.42077849,0.094825834,0.648792028,263.6792297,32.50967789,11.79429075,-0.34113624,-0.846500218,0.416468277,8.61E-07
150.99,39.42,19.79814296,34.35887443,0.177487678,0.538669646,249.091156,29.90215302,12.1802206,0.228634417,-0.684717834,0.260556104,3.24E-07
150.99,39.67,18.48180919,34.3509992,0.159059261,0.473686695,245.7975616,26.48268509,11.27118704,0.146780926,-0.352210137,0.07279831,-6.36E-07
151.24,34.92,22.05724843,34.47851817,0.955794275,0.095208488,228.2836761,2.434804678,24.38762029,-0.141186505,0.118271928,0.016960939,6.79E-07
151.24,36.42,26.80909114,34.2094947,0.973857582,0.090540834,207.4178162,2.45029211,12.06161944,0.329946001,-0.30520519,0.101007286,-3.09E-07
151.24,37.92,17.56830957,34.35114627,-0.179670771,0.693625212,259.5501709,35.37802887,10.60384443,-0.077133429,-0.044249396,0.003953787,-1.32E-07
151.24,38.17,16.62692006,34.22146395,-0.135824809,0.64451468,265.7011108,32.05995941,10.49456946,-0.294691188,-0.390320076,0.119596329,-1.67E-06
151.24,39.67,16.53271633,34.41492589,0.096189533,0.657409966,258.2108459,33.46653748,10.63197623,-0.128595592,-0.219580135,0.032376131,-5.59E-07
151.49,34.92,21.80643357,34.4707294,0.98287095,0.10306669,228.3040161,2.694454193,24.7155927,0.01886027,-0.003637447,0.00018447,8.73E-07
151.49,36.42,27.06529956,34.26537916,0.88755552,0.093355127,207.750412,2.453633785,13.05127663,0.422848099,-0.476038161,0.202706423,1.03E-06
151.49,37.92,18.23276477,34.40581216,-0.185897168,0.668816268,260.4014282,33.60318756,11.45580482,-0.071008303,-0.065206762,0.00464705,3.07E-07
151.49,38.17,17.55301327,34.31916767,-0.172178027,0.657396257,264.2521362,33.0041275,10.83974436,-0.063090043,-0.041512294,0.002851812,-3.26E-07
151.74,34.92,21.67810186,34.50276142,0.985005524,0.119409554,228.5845795,3.31751585,26.88000404,0.119573697,-0.109537578,0.013148175,8.32E-07
151.74,36.42,27.5088804,34.36932119,0.736094395,0.098331749,208.431076,2.600675583,13.45355839,0.805042181,-0.843213691,0.67955112,-3.58E-07
151.74,36.67,27.55306096,34.39253659,0.499588033,0.108923793,209.7308655,3.369674683,13.62970066,1.152466959,-1.377688554,1.613102922,-5.69E-07
151.99,34.92,21.5974439,34.52046585,0.968013856,0.10335473,228.026001,2.690064669,27.53155878,0.087963082,-0.145050443,0.014388567,3.07E-07
151.99,35.17,21.38475355,34.49616241,0.978854385,0.115159914,228.0993652,3.4468081,25.29664993,0.110274541,-0.223838538,0.031132083,2.64E-08
151.99,35.42,21.30501133,34.50583776,0.949984392,0.14900218,227.5304871,5.325841904,25.92771848,0.256613925,-0.337844438,0.089994785,3.47E-09
151.99,35.67,21.51850086,34.52546395,0.899967233,0.128913969,226.5182343,4.248388767,28.74631606,0.358819331,-0.471824576,0.175684872,1.18E-07
151.99,35.92,21.56645648,34.52863312,0.80136321,0.122332186,226.2572021,3.863445044,30.35780822,0.640667551,-0.649834037,0.416369593,2.20E-07
151.99,36.17,21.89268261,34.47034921,0.63894899,0.134291485,226.5127716,4.524976254,33.7451494,0.939884828,-0.797234277,0.759482991,6.71E-07
151.99,36.42,22.44030719,34.42621888,0.430864611,0.152938448,227.8200989,5.686438322,21.7218843,1.189246641,-0.889464898,1.102727689,7.36E-07
151.99,36.67,24.39605406,34.23562834,0.194312284,0.156704586,221.07901,5.73088181,12.56564903,1.221323523,-1.069116566,1.31732069,-1.62E-07
151.99,36.92,20.6528439,34.34737142,-0.050344602,0.480922014,241.3377228,25.4441185,11.6637444,0.917861197,-0.465149879,0.529416793,6.54E-07
151.99,37.17,18.62888887,34.44082514,-0.180886128,0.639899909,252.9409943,28.750494,12.32089138,0.280770896,-0.139781528,0.049185586,-1.75E-07
151.99,37.42,18.5988263,34.46256468,-0.225905223,0.526159227,252.1420593,24.61716652,11.3087617,0.155674698,-0.068009706,0.014429966,-2.69E-07
151.99,37.67,18.21356689,34.39092382,-0.243473301,0.463199466,249.0223846,21.54579926,12.19148435,0.041965348,-0.014392727,0.00098412,-4.73E-07
151.99,37.92,18.43999736,34.41062842,-0.216428894,0.471649289,250.3802795,21.32057381,13.82952415,-0.165677239,0.035015123,0.014337503,4.08E-07
151.99,38.17,18.89885987,34.45293808,-0.152376002,0.540026426,254.3279114,23.88067818,16.64690876,-0.229767033,0.121494898,0.03377695,3.12E-08
151.99,38.42,18.49288877,34.43626912,-0.107607548,0.601760149,260.9246826,25.16994667,19.74852975,-0.098200573,0.220851166,0.029209295,4.65E-07
151.99,38.67,17.43740929,34.27233505,-0.118815867,0.629174352,263.5438232,25.49660492,15.93421872,0.121199267,0.279023666,0.046271734,3.51E-07
151.99,38.92,15.94168748,33.95096164,-0.156135811,0.644380629,264.5666199,25.69254112,12.33137724,0.062547896,0.107441901,0.007728001,1.20E-07
151.99,39.17,16.27651681,34.06515588,-0.144057547,0.588755608,260.6473389,24.32619667,11.65344175,-0.208318897,-0.096307836,0.026335981,-6.57E-07
151.99,39.42,17.14172755,34.18393241,-0.069378492,0.501637533,256.7731781,21.38084602,14.70934168,-0.232136393,-0.116662557,0.033748729,-4.09E-07
151.99,39.67,16.59998343,34.09527206,-0.006434479,0.519838393,258.3539429,20.77356529,14.9012626,-0.169785518,-0.046115645,0.015476887,-9.07E-07
151.99,39.92,16.81215837,34.16854943,0.071568795,0.58689326,260.3927002,23.61735725,15.69182629,-0.298669971,-0.061017064,0.046463417,-7.86E-07
151.99,40.17,17.37995021,34.24780401,0.160169534,0.615327716,254.3332367,31.31949043,12.15003522,-0.340830402,-0.142008752,0.068165924,-6.36E-07
151.99,40.42,19.52632777,34.33182017,0.239852765,0.462466955,242.0593719,27.50736046,12.50882117,-0.262129982,-0.155132064,0.046389042,-2.50E-08
151.99,40.67,19.91482459,34.27474679,0.265257034,0.244154766,238.552887,10.8638401,17.73733372,-0.030748069,-0.024222032,0.000766075,-2.84E-07
151.99,40.92,20.15982034,34.26782523,0.226661166,0.260991871,239.8014526,11.43923569,16.53594504,0.280213975,0.017332845,0.03941015,4.32E-07
151.99,41.17,20.08454302,34.26917224,0.097390224,0.657162249,250.3454742,29.01708603,14.44735686,0.58473548,0.09372114,0.175349617,-1.06E-07
152.24,41.17,20.05332269,34.26856825,0.11065562,0.620812118,248.3652496,26.52733231,14.7211273,0.504731142,0.155440262,0.1394576,4.42E-07
152.49,41.17,20.05956565,34.27910529,0.132352986,0.509927511,244.8577271,22.55433464,14.85904386,0.406844229,0.158334781,0.095296065,3.53E-07
152.49,41.42,18.83745999,34.24213791,3.66E-06,0.789949536,256.2869873,41.86091232,11.61023733,0.475718617,0.307134893,0.160320023,3.90E-07
152.74,41.42,19.42459,34.27452215,0.041729029,0.730326831,250.6643066,36.17449951,13.39576997,0.423345278,0.259748148,0.123345162,9.69E-08
152.99,41.42,19.59749836,34.25179164,0.080489647,0.751524627,252.1310272,32.7338829,15.63183912,0.28046005,0.247053002,0.069846513,3.25E-07
152.99,41.67,18.32041232,34.20676719,0.001017086,0.766573548,255.8332062,29.6386261,12.66942395,0.187220288,0.467889551,0.126986034,-5.11E-07
153.24,41.67,17.26184252,34.19852151,0.067454987,0.709406972,259.9790955,24.74518394,16.05520439,0.087925821,0.318741151,0.054663436,-7.13E-07
153.49,41.67,17.01927037,34.3113166,0.095989561,0.657907486,264.903717,22.58647537,20.24642711,0.016199908,0.153933119,0.011978921,-1.21E-07
153.49,41.92,18.02345022,34.40297233,0.077738047,0.714121878,264.3192139,25.9601078,19.60241191,0.073173914,0.116081339,0.009414649,-1.53E-07
153.74,41.92,18.44386175,34.45739068,0.064930536,0.672968984,267.037674,23.07813454,27.66806359,0.085696623,0.016588368,0.003809543,-3.98E-07
153.99,34.92,21.58337318,34.2849723,0.185674749,0.331789821,226.7993469,14.08394337,18.75061692,1.165418069,-0.770774278,0.976146131,-1.20E-06
153.99,35.17,19.49687746,34.32062912,-0.04421455,0.331035465,229.4532623,14.20017242,21.29369863,0.5658373,-0.600126475,0.340161818,-1.20E-07
153.99,35.42,19.08562491,34.31875949,-0.127613159,0.327908695,234.313385,13.12601852,25.04186122,0.284860705,-0.325352089,0.093499802,3.87E-07
153.99,35.67,19.71157816,34.30213292,-0.146924259,0.37790218,240.1312408,15.45585632,25.46695497,0.097933361,-0.186090137,0.022110241,5.83E-07
153.99,35.92,20.51411057,34.3163058,-0.12611582,0.434351474,242.7245636,18.84404564,25.08165571,-0.19523373,0.069031367,0.021440769,6.12E-08
153.99,36.17,20.92292447,34.30561871,-0.072243379,0.366978854,241.7149506,15.31822872,26.05503019,-0.316453321,0.201383087,0.070348926,3.04E-07
153.99,36.42,20.5678855,34.27870856,-0.015927305,0.380707443,242.1140137,16.28030205,25.07048628,-0.276171497,0.199450533,0.058025605,3.68E-07
153.99,36.67,19.3562851,34.45310381,0.052611644,0.466959655,244.7548523,20.34072685,31.28654628,-0.45852932,0.347243855,0.165413716,-3.87E-07
153.99,36.92,18.71384027,34.61566586,0.17597153,0.647121549,246.9973907,26.27292824,35.98682149,-0.654666523,0.571070903,0.377355116,-8.28E-07
153.99,37.17,18.65440581,34.64962769,0.309056287,0.76214087,247.6766205,30.61910629,32.66321691,-0.567317976,0.646976372,0.370214056,1.53E-07
153.99,37.92,18.59900729,34.7752321,0.406667961,0.568138301,247.9287567,29.53863335,13.16733212,0.312862625,0.343319111,0.107875517,-3.09E-07
153.99,38.17,18.88132731,34.75250795,0.318349272,0.513817906,247.0463409,27.5446949,13.37480969,0.572469476,0.179537038,0.179977425,-6.23E-07
153.99,38.42,19.12921482,34.62516827,0.189871295,0.46761623,245.8202515,24.73276711,14.1406392,0.617983997,-0.008009613,0.190984187,-1.22E-06
